"ORPHA:58", "Alexander disease"
"ORPHA:46532", "Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome"
"ORPHA:48372", "Nodular regenerative hyperplasia of the liver"
"ORPHA:48162", "Lewis-Sumner syndrome"
"ORPHA:544493", "Streptococcus pneumoniae-associated hemolytic uremic syndrome"
"ORPHA:48104", "Pyoderma gangrenosum"
"ORPHA:544503", "RNF13-related severe early-onset epileptic encephalopathy"
"ORPHA:47612", "Felty syndrome"
"ORPHA:544482", "Infection-related hemolytic uremic syndrome"
"ORPHA:47159", "Proximal renal tubular acidosis"
"ORPHA:544488", "Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome"
"ORPHA:544469", "PRUNE1-related neurological syndrome"
"ORPHA:544472", "Atypical hemolytic uremic syndrome with complement gene abnormality"
"ORPHA:47045", "Familial cold urticaria"
"ORPHA:544628", "Atypical Fanconi syndrome-neonatal hyperinsulinism syndrome"
"ORPHA:544590", "Collagen-related glomerular basement membrane disease"
"ORPHA:544602", "Congenital myopathy with reduced type 2 muscle fibers"
"ORPHA:48377", "Subcorneal pustular dermatosis"
"ORPHA:544578", "Congenital primary megaureter, refluxing and obstructed form"
"ORPHA:68361", "Rare deafness"
"ORPHA:68362", "Rare vascular disease"
"ORPHA:68363", "Rare dystonia"
"ORPHA:555402", "NAD(P)HX dehydratase deficiency"
"ORPHA:68364", "Hemoglobinopathy"
"ORPHA:555434", "Fibrohistiocytic inflammatory pseudotumor of the liver"
"ORPHA:555407", "NAD(P)HX epimerase deficiency"
"ORPHA:68366", "Lysosomal disease"
"ORPHA:68367", "Rare inborn errors of metabolism"
"ORPHA:555437", "Lymphoplasmacytic inflammatory pseudotumor of the liver"
"ORPHA:68373", "Peroxisomal disease"
"ORPHA:555874", "Congenital tricuspid valve dysplasia"
"ORPHA:68378", "Congenital limb malformation"
"ORPHA:555877", "FLNA-related X-linked myxomatous valvular dysplasia"
"ORPHA:68381", "Neuromuscular disease"
"ORPHA:555905", "IgA pemphigus"
"ORPHA:68380", "Mitochondrial disease"
"ORPHA:68383", "Rare constitutional aplastic anemia"
"ORPHA:556030", "Early-onset familial hypoaldosteronism"
"ORPHA:68385", "Neurometabolic disease"
"ORPHA:556037", "Late-onset familial hypoaldosteronism"
"ORPHA:68388", "OBSOLETE: Neurofibromatosis"
"ORPHA:556985", "Early-onset calcifying leukoencephalopathy-skeletal dysplasia"
"ORPHA:556955", "Pancreatic agenesis-holoprosencephaly syndrome"
"ORPHA:556508", "Rare disorder due to poisoning"
"ORPHA:68402", "Rare parkinsonian disorder"
"ORPHA:557064", "Neonatal epileptic encephalopathy due to glutaminase deficiency"
"ORPHA:557056", "Spastic ataxia-dysarthria due to glutaminase deficiency"
"ORPHA:557003", "Oculocerebrodental syndrome"
"ORPHA:68411", "Rare bone tumor"
"ORPHA:68416", "Rare infectious disease"
"ORPHA:68415", "Rare parathyroid disease and phosphocalcic metabolism anomaly"
"ORPHA:90065", "Acquired aneurysmal subarachnoid hemorrhage"
"ORPHA:519392", "Isolated iridoschisis"
"ORPHA:90066", "Pneumonia caused by Pseudomonas aeruginosa infection"
"ORPHA:519390", "Isolated blepharochalasis"
"ORPHA:519396", "Isolated microspherophakia"
"ORPHA:90068", "Cocaine intoxication"
"ORPHA:519394", "Isolated microphakia"
"ORPHA:90061", "Non-infectious posterior uveitis"
"ORPHA:519384", "Congenital cystic eye"
"ORPHA:519357", "OBSOLETE: Syndromic malformation of the optic disc"
"ORPHA:90062", "Acute liver failure"
"ORPHA:519388", "Autosomal recessive anterior segment dysgenesis"
"ORPHA:90064", "Acute peripheral arterial occlusion"
"ORPHA:519386", "Isolated congenital entropion"
"ORPHA:90073", "Hepatitis B reinfection following liver transplantation"
"ORPHA:519408", "Mooren ulcer"
"ORPHA:519406", "Thygeson superficial punctate keratopathy"
"ORPHA:519410", "Terrien marginal degeneration"
"ORPHA:90076", "Partial deep dermal and full thickness burns"
"ORPHA:90069", "Systemic monochloroacetate poisoning"
"ORPHA:519400", "Peripapillary staphyloma"
"ORPHA:90070", "OBSOLETE: Methotrexate poisoning"
"ORPHA:519398", "Isolated foveal hypoplasia"
"ORPHA:519404", "Optic disc pit"
"ORPHA:519402", "Isolated megalopapilla"
"ORPHA:90050", "Retinopathy of prematurity"
"ORPHA:519333", "Congenital optic disc excavation"
"ORPHA:90045", "Hereditary folate malabsorption"
"ORPHA:519335", "OBSOLETE: Inflammatory/autoimmune optic neuropathy"
"ORPHA:90052", "Recurrent hepatitis C virus induced liver disease in liver transplant recipients"
"ORPHA:519337", "Disorder with optic nerve compression"
"ORPHA:90051", "Sepsis in premature infants"
"ORPHA:519339", "Pseudopapilledema"
"ORPHA:519325", "Syndromic inherited retinal disorder"
"ORPHA:90041", "Gaisböck syndrome"
"ORPHA:519327", "Syndromic vitreoretinopathy"
"ORPHA:90039", "Hemoglobin D disease"
"ORPHA:519329", "Rare disorder involving multiple structures of the eye"
"ORPHA:90044", "Familial pseudohyperkalemia"
"ORPHA:519331", "Secondary early-onset glaucoma"
"ORPHA:90042", "Primary familial polycythemia"
"ORPHA:90058", "Spinal cord injury"
"ORPHA:519349", "Rare ophthalmic disorder with cranial nerve involvement"
"ORPHA:519351", "Rare optic nerve disorder"
"ORPHA:519353", "Rare trochlear nerve disorder"
"ORPHA:90060", "Diffuse alveolar hemorrhage"
"ORPHA:519355", "Rare ocular motility/alignment disorder"
"ORPHA:90059", "Acute sensorineural hearing loss by acute acoustic trauma or sudden deafness or surgery induced acoustic trauma"
"ORPHA:519341", "Rare brainstem or cerebellar disorder with ophthalmic involvement as a major feature"
"ORPHA:519343", "Rare ophthalmic disorder with cortical involvement"
"ORPHA:90053", "Complications after hematopoietic stem cell transplantation"
"ORPHA:519345", "Rare disorder with optic disc malformation"
"ORPHA:90056", "Moderate and severe traumatic brain injury"
"ORPHA:519347", "Rare neuromuscular disorder with ocular motility/alignment anomaly"
"ORPHA:90055", "OBSOLETE: Rejection after corneal transplantation"
"ORPHA:90024", "Deafness with labyrinthine aplasia, microtia, and microdontia"
"ORPHA:519306", "Isolated progressive inherited retinal disorder"
"ORPHA:90025", "Non-syndromic syndactyly"
"ORPHA:519304", "Isolated vitreoretinopathy"
"ORPHA:90022", "OBSOLETE: Cardiomyopathy-renal anomalies syndrome"
"ORPHA:519302", "Isolated macular dystrophy"
"ORPHA:90023", "Primary immunodeficiency syndrome due to LAMTOR2 deficiency"
"ORPHA:519300", "Isolated chorioretinal dystrophy"
"ORPHA:519298", "Rare scleral disorder"
"ORPHA:90020", "Amyotrophic lateral sclerosis-parkinsonism-dementia complex"
"ORPHA:519296", "Rare disorder with pigmented sclera"
"ORPHA:90021", "Radiation myelitis"
"ORPHA:90002", "Undifferentiated connective tissue syndrome"
"ORPHA:519294", "Syndromic microspherophakia"
"ORPHA:519292", "Syndromic ectopia lentis"
"ORPHA:90003", "Inflammatory pseudotumor of the liver"
"ORPHA:519323", "Syndromic macular dystrophy"
"ORPHA:90037", "Drug-induced autoimmune hemolytic anemia"
"ORPHA:519321", "Syndromic chorioretinal dystrophy"
"ORPHA:90038", "Shiga toxin-associated hemolytic uremic syndrome"
"ORPHA:90035", "Paroxysmal cold hemoglobinuria"
"ORPHA:519319", "Isolated stationary inherited retinal disorder"
"ORPHA:519317", "Rare retinal vasculopathy"
"ORPHA:90036", "Mixed-type autoimmune hemolytic anemia"
"ORPHA:519315", "Rare retinal disorder"
"ORPHA:90031", "Non-spherocytic hemolytic anemia due to hexokinase deficiency"
"ORPHA:519313", "Rare macular disorder"
"ORPHA:90033", "Autoimmune hemolytic anemia, warm type"
"ORPHA:519311", "Rare disorder of the posterior segment of the eye"
"ORPHA:90026", "Primary erythromelalgia"
"ORPHA:519309", "Rare choroidal disorder"
"ORPHA:90030", "Hemolytic anemia due to glutathione reductase deficiency"
"ORPHA:89936", "X-linked hypophosphatemia"
"ORPHA:519272", "Structural developmental eye defect"
"ORPHA:519274", "Syndromic lacrimal system disorder"
"ORPHA:89845", "OBSOLETE: Idiopathic hydrops fetalis"
"ORPHA:519268", "Rare disorder with ectropion"
"ORPHA:89844", "Lissencephaly syndrome, Norman-Roberts type"
"ORPHA:519270", "Rare disorder with entropion"
"ORPHA:89843", "Dystrophic epidermolysis bullosa pruriginosa"
"ORPHA:89842", "Recessive dystrophic epidermolysis bullosa, generalized intermediate"
"ORPHA:519264", "Inflammatory/autoimmune disorder involving the lacrimal system"
"ORPHA:519266", "Rare disorder of the ocular adnexa"
"ORPHA:89841", "Centripetalis recessive dystrophic epidermolysis bullosa"
"ORPHA:89840", "Junctional epidermolysis bullosa, non-Herlitz type"
"ORPHA:89839", "Epidermolysis bullosa simplex superficialis"
"ORPHA:90001", "X-linked cone dysfunction syndrome with myopia"
"ORPHA:519288", "Rare disorder with corneal involvement as a major feature"
"ORPHA:519290", "Rare inflammatory/autoimmune corneal disorder"
"ORPHA:90000", "Erythema elevatum diutinum"
"ORPHA:519284", "Rare disorder of the anterior segment of the eye"
"ORPHA:519286", "Rare disorder of the pupil"
"ORPHA:519280", "Rare conjunctivitis"
"ORPHA:519282", "Rare corneal disorder"
"ORPHA:519276", "Anterior segment developmental abnormality with extraocular manifestations"
"ORPHA:89938", "Infantile Bartter syndrome with sensorineural deafness"
"ORPHA:89937", "Autosomal dominant hypophosphatemic rickets"
"ORPHA:519278", "Infective keratitis"
"ORPHA:90338", "Margarita island ectodermal dysplasia"
"ORPHA:90339", "OBSOLETE: Rosselli-Gulienetti syndrome"
"ORPHA:90340", "Blau syndrome"
"ORPHA:90341", "Early-onset sarcoidosis"
"ORPHA:90342", "Xeroderma pigmentosum variant"
"ORPHA:90345", "OBSOLETE: Unclassified metaphyseal chondrodysplasia"
"ORPHA:90348", "Autosomal dominant cutis laxa"
"ORPHA:90349", "Autosomal recessive cutis laxa type 1"
"ORPHA:90350", "Autosomal recessive cutis laxa type 2"
"ORPHA:90354", "Brittle cornea syndrome"
"ORPHA:90362", "Primary intestinal lymphangiectasia"
"ORPHA:90363", "Secondary intestinal lymphangiectasia"
"ORPHA:90290", "CREST syndrome"
"ORPHA:90289", "Localized scleroderma"
"ORPHA:90301", "Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome"
"ORPHA:90291", "Systemic sclerosis"
"ORPHA:90308", "Klippel-Trénaunay syndrome"
"ORPHA:90307", "Parkes Weber syndrome"
"ORPHA:90318", "OBSOLETE: Ehlers-Danlos syndrome type 2"
"ORPHA:90309", "OBSOLETE: Ehlers-Danlos syndrome type 1"
"ORPHA:90322", "Cockayne syndrome type 2"
"ORPHA:90321", "Cockayne syndrome type 1"
"ORPHA:90324", "Cockayne syndrome type 3"
"ORPHA:90156", "Centrifugal lipodystrophy"
"ORPHA:90157", "Drug-induced localized lipodystrophy"
"ORPHA:90153", "Mandibuloacral dysplasia with type A lipodystrophy"
"ORPHA:90154", "Mandibuloacral dysplasia with type B lipodystrophy"
"ORPHA:90160", "Pressure-induced localized lipoatrophy"
"ORPHA:90158", "Idiopathic localized lipodystrophy"
"ORPHA:90159", "Panniculitis-induced localized lipodystrophy"
"ORPHA:90280", "Chilblain lupus"
"ORPHA:90281", "Discoid lupus erythematosus"
"ORPHA:90185", "Non-hereditary late-onset primary lymphedema"
"ORPHA:90186", "Meige disease"
"ORPHA:90285", "Lupus erythematosus panniculitis"
"ORPHA:90287", "OBSOLETE: Maculopapular lupus rash"
"ORPHA:90282", "Hypertrophic or verrucous lupus erythematosus"
"ORPHA:90283", "Lupus erythematosus tumidus"
"ORPHA:90080", "Scarring in glaucoma filtration surgical procedures"
"ORPHA:90079", "OBSOLETE: Anthracycline extravasation"
"ORPHA:90078", "Invasive infections due to vancomycin-resistant enterococci"
"ORPHA:90077", "Other acquired skin disease"
"ORPHA:90103", "Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome"
"ORPHA:514980", "ATP13A2-related parkinsonism"
"ORPHA:90081", "AIDS wasting syndrome"
"ORPHA:90118", "Severe early-onset axonal neuropathy due to MFN2 deficiency"
"ORPHA:90117", "Hereditary motor and sensory neuropathy, Okinawa type"
"ORPHA:90114", "Autosomal dominant intermediate Charcot-Marie-Tooth disease"
"ORPHA:90120", "Hereditary motor and sensory neuropathy type 6"
"ORPHA:90119", "Hereditary motor and sensory neuropathy with acrodystrophy"
"ORPHA:525677", "Genetic congenital malformation of the eye with glaucoma as a major feature"
"ORPHA:525731", "Pediatric-onset Graves disease"
"ORPHA:525738", "Prepubertal anorexia nervosa"
"ORPHA:522584", "Rare genetic choroidal disorder"
"ORPHA:523000", "Pediatric-onset glaucoma"
"ORPHA:522574", "Rare genetic macular disorder"
"ORPHA:522576", "Rare genetic retinal vasculopathy"
"ORPHA:88673", "Hepatocellular carcinoma"
"ORPHA:522578", "Rare genetic disorder involving multiple structures of the eye"
"ORPHA:522580", "Secondary early-onset glaucoma of genetic origin"
"ORPHA:522568", "Rare genetic disorder of the pupil"
"ORPHA:88644", "Autosomal recessive ataxia, Beauce type"
"ORPHA:522566", "Rare genetic inflammatory/autoimmune corneal disorder"
"ORPHA:88659", "Autosomal dominant progressive nephropathy with hypertension"
"ORPHA:522572", "Rare genetic retinal disorder"
"ORPHA:88660", "Hypertension due to gain-of-function mutations in the mineralocorticoid receptor"
"ORPHA:522570", "Rare genetic disorder of the posterior segment of the eye"
"ORPHA:88661", "Amelogenesis imperfecta"
"ORPHA:88637", "Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome"
"ORPHA:522560", "Genetic corneal dystrophy"
"ORPHA:522558", "Rare genetic disorder with corneal involvement as a major feature"
"ORPHA:88639", "Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency"
"ORPHA:522564", "Syndromic genetic keratoconus"
"ORPHA:88642", "Channelopathy-associated congenital insensitivity to pain"
"ORPHA:88643", "Obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome"
"ORPHA:522562", "Genetic superficial corneal dystrophy"
"ORPHA:88632", "Anterior segment developmental anomaly"
"ORPHA:522552", "Lens position anomaly of genetic origin"
"ORPHA:88633", "Superior limbic keratoconjunctivitis"
"ORPHA:522550", "Lens size anomaly of genetic origin"
"ORPHA:88635", "Vacuolar myopathy with sarcoplasmic reticulum protein aggregates"
"ORPHA:522556", "Rare genetic corneal disorder"
"ORPHA:522554", "Syndromic genetic ectopia lentis"
"ORPHA:88636", "Aortic dilatation-joint hypermobility-arterial tortuosity syndrome"
"ORPHA:522544", "Rare genetic conjunctivitis"
"ORPHA:88621", "Ichthyosis-prematurity syndrome"
"ORPHA:522542", "Rare genetic disorder with conjunctival involvement as a major feature"
"ORPHA:88628", "Posterior column ataxia-retinitis pigmentosa syndrome"
"ORPHA:88629", "Tritanopia"
"ORPHA:522548", "Syndromic genetic cataract"
"ORPHA:88630", "Terminal osseous dysplasia-pigmentary defects syndrome"
"ORPHA:522546", "Rare genetic disorder with lens opacification"
"ORPHA:522538", "Rare genetic disorder of the anterior segment of the eye"
"ORPHA:88620", "Isolated congenital anosmia"
"ORPHA:522540", "Anterior segment developmental anomaly of genetic origin"
"ORPHA:88619", "Familial acute necrotizing encephalopathy"
"ORPHA:88618", "Psychomotor delay due to S-adenosylhomocysteine hydrolase deficiency"
"ORPHA:522534", "Lacrimal drainage system anomaly of genetic origin"
"ORPHA:522536", "Structural developmental eye defect of genetic origin"
"ORPHA:88616", "Autosomal recessive non-syndromic intellectual disability"
"ORPHA:522530", "Rare genetic disorder with entropion"
"ORPHA:522532", "Rare genetic disorder of the lacrimal apparatus"
"ORPHA:87884", "Non-syndromic genetic deafness"
"ORPHA:87876", "Sialidosis type 2"
"ORPHA:522526", "Rare genetic palpebral disorder"
"ORPHA:522528", "Rare genetic eyelid malposition disorder"
"ORPHA:87503", "Mal de Meleda"
"ORPHA:522522", "Rare genetic neuromuscular disorder with ocular motility/alignment anomaly"
"ORPHA:87277", "Rare intellectual disability"
"ORPHA:522524", "Rare genetic disorder of the ocular adnexa"
"ORPHA:522518", "Rare genetic disorder with strabismus"
"ORPHA:522520", "Syndromic genetic disorder with strabismus"
"ORPHA:86923", "Hereditary palmoplantar keratoderma, Gamborg-Nielsen type"
"ORPHA:522514", "Congenital optic disc excavation of genetic origin"
"ORPHA:522516", "Rare genetic ocular motility/alignment disorder"
"ORPHA:522510", "Rare genetic ophthalmic disorder with cranial nerve involvement"
"ORPHA:86920", "Dermatopathia pigmentosa reticularis"
"ORPHA:522512", "Rare genetic optic nerve disorder"
"ORPHA:86919", "Keratosis palmaris et plantaris-clinodactyly syndrome"
"ORPHA:522508", "Rare genetic ophthalmic disorder with cortical involvement"
"ORPHA:86917", "OBSOLETE: Lymphedema-cleft palate syndrome"
"ORPHA:522506", "Rare genetic brainstem or cerebellar disorder with ophthalmic involvement as a major feature"
"ORPHA:86918", "Diffuse palmoplantar keratoderma-acrocyanosis syndrome"
"ORPHA:522504", "Rare genetic disorder of the visual organs"
"ORPHA:86915", "Lymphedema-atrial septal defects-facial changes syndrome"
"ORPHA:522077", "Infantile hypotonia-oculomotor anomalies-hyperkinetic movements-developmental delay syndrome"
"ORPHA:522043", "Syndromic autoimmune enteropathy"
"ORPHA:86913", "Myoclonic epilepsy in non-progressive encephalopathies"
"ORPHA:522037", "Primary autoimmune enteropathy"
"ORPHA:86914", "Lymphedema-cerebral arteriovenous anomaly syndrome"
"ORPHA:86909", "Myoclonic epilepsy of infancy"
"ORPHA:86911", "Epilepsy with myoclonic absences"
"ORPHA:86906", "Hypothalamic hamartomas with gelastic seizures"
"ORPHA:86908", "Idiopathic hemiconvulsion-hemiplegia syndrome"
"ORPHA:86903", "Dendritic cell sarcoma not otherwise specified"
"ORPHA:521450", "LAMA5-related multisystemic syndrome"
"ORPHA:86904", "Methotrexate-associated lymphoproliferative disorders"
"ORPHA:521445", "Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome"
"ORPHA:521438", "Congenital vertebral-cardiac-renal anomalies syndrome"
"ORPHA:86900", "Interdigitating dendritic cell sarcoma"
"ORPHA:521432", "Congenital cataract-severe neonatal hepatopathy-global developmental delay syndrome"
"ORPHA:86902", "Follicular dendritic cell sarcoma"
"ORPHA:521426", "PLAA-associated neurodevelopmental disorder"
"ORPHA:86896", "Histiocytic sarcoma"
"ORPHA:521414", "Autosomal dominant Charcot-Marie-Tooth disease type 2DD"
"ORPHA:86897", "Langerhans cell sarcoma"
"ORPHA:521258", "Xq25 microduplication syndrome"
"ORPHA:89832", "OBSOLETE: Syndromic lymphedema"
"ORPHA:89826", "Rare skin disease"
"ORPHA:521268", "OBSOLETE: SLC5A6-CDG"
"ORPHA:521305", "Proximal myopathy with focal depletion of mitochondria"
"ORPHA:89833", "Palmoplantar keratoderma with tonotubular keratin"
"ORPHA:521308", "Frontonasal dysplasia-bifid nose-upper limb anomalies syndrome"
"ORPHA:521390", "Spastic paraplegia-intellectual disability-nystagmus-obesity syndrome"
"ORPHA:521406", "Dystonia-parkinsonism-hypermanganesemia syndrome"
"ORPHA:89838", "Epidermolysis bullosa simplex, autosomal recessive K14"
"ORPHA:521411", "Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect"
"ORPHA:520820", "Progressive external ophthalmoplegia"
"ORPHA:521123", "Radiation-induced plexopathy"
"ORPHA:521127", "Osteoradionecrosis of the mandible"
"ORPHA:521132", "Radiation-induced disorder"
"ORPHA:521219", "Mirizzi syndrome"
"ORPHA:89043", "Rare dementia"
"ORPHA:521232", "Genetic primary orthostatic disorder"
"ORPHA:521236", "Primary orthostatic disorder"
"ORPHA:88949", "MUC1-related autosomal dominant tubulointerstitial kidney disease"
"ORPHA:88950", "UMOD-related autosomal dominant tubulointerstitial kidney disease"
"ORPHA:88991", "Rare congenital non-syndromic heart malformation"
"ORPHA:88993", "Esophageal malformation"
"ORPHA:520817", "Isolated inherited retinal disorder"
"ORPHA:520814", "Rare disorder of the visual organs"
"ORPHA:88940", "Pseudohypoaldosteronism type 2C"
"ORPHA:88939", "Pseudohypoaldosteronism type 2B"
"ORPHA:519930", "Fungal keratitis"
"ORPHA:88938", "Pseudohypoaldosteronism type 2A"
"ORPHA:88924", "Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis"
"ORPHA:88918", "Autosomal dominant Alport syndrome"
"ORPHA:88919", "Autosomal recessive Alport syndrome"
"ORPHA:88917", "X-linked Alport syndrome"
"ORPHA:93256", "Fragile X-associated tremor/ataxia syndrome"
"ORPHA:528105", "Hypohidrosis-electrolyte imbalance-lacrimal gland dysfunction-ichthyosis-xerostomia syndrome"
"ORPHA:93222", "OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial proliferation"
"ORPHA:93221", "OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with minimal changes"
"ORPHA:528091", "Hydrops-lactic acidosis-sideroblastic anemia-multisystemic failure syndrome"
"ORPHA:93220", "OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis"
"ORPHA:93218", "OBSOLETE: Sporadic idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis"
"ORPHA:528084", "Non-specific syndromic intellectual disability"
"ORPHA:93217", "OBSOLETE: Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis"
"ORPHA:93216", "OBSOLETE: Familial idiopathic steroid-resistant nephrotic syndrome with minimal changes"
"ORPHA:93214", "OBSOLETE: Familial idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial proliferation"
"ORPHA:93262", "Crouzon syndrome-acanthosis nigricans syndrome"
"ORPHA:93260", "Pfeiffer syndrome type 3"
"ORPHA:93259", "Pfeiffer syndrome type 2"
"ORPHA:93258", "Pfeiffer syndrome type 1"
"ORPHA:93271", "Short rib-polydactyly syndrome, Verma-Naumoff type"
"ORPHA:93269", "Short rib-polydactyly syndrome, Majewski type"
"ORPHA:93270", "Short rib-polydactyly syndrome, Saldino-Noonan type"
"ORPHA:93267", "Cloverleaf skull-multiple congenital anomalies syndrome"
"ORPHA:93268", "Short rib-polydactyly syndrome, Beemer-Langer type"
"ORPHA:93282", "Spondyloepimetaphyseal dysplasia, PAPSS2 type"
"ORPHA:93283", "Spondyloepiphyseal dysplasia, Kimberley type"
"ORPHA:93279", "Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis"
"ORPHA:93280", "Spondyloepiphyseal dysplasia, Omani type"
"ORPHA:93276", "Polyostotic fibrous dysplasia"
"ORPHA:93277", "Monostotic fibrous dysplasia"
"ORPHA:93274", "Thanatophoric dysplasia type 2"
"ORPHA:93275", "Thanatophoric dysplasia, Glasgow variant"
"ORPHA:93108", "Renal dysplasia"
"ORPHA:527497", "NKX6-2-related autosomal recessive hypomyelinating leukodystrophy"
"ORPHA:93101", "Renal hypoplasia"
"ORPHA:93110", "Posterior urethral valve"
"ORPHA:93109", "Congenital megacalycosis"
"ORPHA:527450", "Severe myopia-generalized joint laxity-short stature syndrome"
"ORPHA:91547", "Relapsing fever"
"ORPHA:93100", "Renal agenesis, unilateral"
"ORPHA:527468", "Diaphragmatic hernia-short bowel-asplenia syndrome"
"ORPHA:92050", "Congenital tufting enteropathy"
"ORPHA:93160", "Hypocalcemic vitamin D-resistant rickets"
"ORPHA:93164", "Transient pseudohypoaldosteronism"
"ORPHA:93114", "Autosomal dominant intermediate Charcot-Marie-Tooth disease type E"
"ORPHA:93111", "HNF1B-related autosomal dominant tubulointerstitial kidney disease"
"ORPHA:93126", "Pauci-immune glomerulonephritis"
"ORPHA:93177", "Congenital bilateral megacalycosis"
"ORPHA:93178", "OBSOLETE: Partial prune belly syndrome"
"ORPHA:93172", "Renal dysplasia, unilateral"
"ORPHA:93173", "Renal dysplasia, bilateral"
"ORPHA:93176", "Unilateral congenital megacalycosis"
"ORPHA:93207", "OBSOLETE: Idiopathic steroid-sensitive nephrotic syndrome with minimal change"
"ORPHA:93209", "OBSOLETE: Idiopathic steroid-sensitive nephrotic syndrome with diffuse mesangial proliferation"
"ORPHA:93213", "OBSOLETE: Familial idiopathic steroid-resistant nephrotic syndrome with focal segmental hyalinosis"
"ORPHA:93206", "OBSOLETE: Idiopathic steroid-sensitive nephrotic syndrome with focal segmental hyalinosis"
"ORPHA:93322", "Tibial hemimelia"
"ORPHA:93321", "Radial hemimelia"
"ORPHA:93320", "Ulnar hemimelia"
"ORPHA:93325", "Autosomal dominant Kenny-Caffey syndrome"
"ORPHA:93324", "Autosomal recessive Kenny-Caffey syndrome"
"ORPHA:93323", "Fibular hemimelia"
"ORPHA:93329", "Autosomal recessive omodysplasia"
"ORPHA:93328", "Autosomal dominant omodysplasia"
"ORPHA:93336", "Polydactyly of a triphalangeal thumb"
"ORPHA:93335", "Postaxial polydactyly type B"
"ORPHA:93334", "Postaxial polydactyly type A"
"ORPHA:93333", "Pelviscapular dysplasia"
"ORPHA:93339", "Polydactyly of a biphalangeal thumb"
"ORPHA:93337", "Polydactyly of an index finger"
"ORPHA:527276", "Encephalopathy due to mitochondrial and peroxisomal fission defect"
"ORPHA:93338", "Polysyndactyly"
"ORPHA:93349", "X-linked spondyloepimetaphyseal dysplasia"
"ORPHA:93346", "Spondyloepimetaphyseal dysplasia congenita, Strudwick type"
"ORPHA:93347", "Anauxetic dysplasia"
"ORPHA:93356", "Spondyloepimetaphyseal dysplasia, Missouri type"
"ORPHA:93351", "Spondyloepimetaphyseal dysplasia, Irapa type"
"ORPHA:93352", "Spondyloepimetaphyseal dysplasia, Shohat type"
"ORPHA:93284", "Spondyloepiphyseal dysplasia tarda"
"ORPHA:93292", "Adenoma of pancreas"
"ORPHA:93293", "Okihiro syndrome"
"ORPHA:93296", "Achondrogenesis type 2"
"ORPHA:93298", "Achondrogenesis type 1B"
"ORPHA:93297", "Hypochondrogenesis"
"ORPHA:93299", "Achondrogenesis type 1A"
"ORPHA:93302", "Brachyolmia, Maroteaux type"
"ORPHA:93301", "Brachyolmia type 1, Hobaek type"
"ORPHA:93303", "Brachyolmia type 1, Toledo type"
"ORPHA:93304", "Autosomal dominant brachyolmia"
"ORPHA:93307", "Multiple epiphyseal dysplasia type 4"
"ORPHA:93308", "Multiple epiphyseal dysplasia type 1"
"ORPHA:93311", "Multiple epiphyseal dysplasia type 5"
"ORPHA:93313", "OBSOLETE: Multiple epiphyseal dysplasia, unclassified type"
"ORPHA:93314", "Spondylometaphyseal dysplasia, Kozlowski type"
"ORPHA:93315", "Spondylometaphyseal dysplasia, 'corner fracture' type"
"ORPHA:93316", "Spondylometaphyseal dysplasia, Schmidt type"
"ORPHA:93317", "Spondylometaphyseal dysplasia, Sedaghatian type"
"ORPHA:90692", "Rare endocrine growth disease"
"ORPHA:529962", "17q24.2 microdeletion syndrome"
"ORPHA:529864", "Secondary erythromelalgia"
"ORPHA:529852", "Combined hepatocellular carcinoma and cholangiocarcinoma"
"ORPHA:90673", "Hypothyroidism due to TSH receptor mutations"
"ORPHA:90674", "Isolated thyroid-stimulating hormone deficiency"
"ORPHA:529831", "Letrozole toxicity"
"ORPHA:529828", "Enzalutamide toxicity"
"ORPHA:529825", "Resistance to colchicine"
"ORPHA:529808", "Chronic bilirubin encephalopathy"
"ORPHA:90658", "Charcot-Marie-Tooth disease type 1E"
"ORPHA:529799", "Acute bilirubin encephalopathy"
"ORPHA:90791", "Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency"
"ORPHA:90790", "Congenital lipoid adrenal hyperplasia due to STAR deficency"
"ORPHA:90787", "46,XY disorder of sex development due to testicular steroidogenesis defect"
"ORPHA:90786", "46,XY disorder of sex development due to adrenal and testicular steroidogenesis defect"
"ORPHA:90783", "46,XY disorder of sex development due to a testosterone synthesis defect"
